Unknown command. Available commands: START, STOP, SEC_num (e.g., SEC_5000), GETHEAT
TimeStamp(ms),Label_Tag,HeaterProfile_ID,Sensor1_Temperature(deg C),Sensor1_Pressure(Pa),Sensor1_Humidity(%),Sensor1_GasResistance(ohm),Sensor1_Status,Sensor1_GasIndex,Sensor2_Temperature(deg C),Sensor2_Pressure(Pa),Sensor2_Humidity(%),Sensor2_GasResistance(ohm),Sensor2_Status,Sensor2_GasIndex,Sensor3_Temperature(deg C),Sensor3_Pressure(Pa),Sensor3_Humidity(%),Sensor3_GasResistance(ohm),Sensor3_Status,Sensor3_GasIndex,Sensor4_Temperature(deg C),Sensor4_Pressure(Pa),Sensor4_Humidity(%),Sensor4_GasResistance(ohm),Sensor4_Status,Sensor4_GasIndex,Sensor5_Temperature(deg C),Sensor5_Pressure(Pa),Sensor5_Humidity(%),Sensor5_GasResistance(ohm),Sensor5_Status,Sensor5_GasIndex,Sensor6_Temperature(deg C),Sensor6_Pressure(Pa),Sensor6_Humidity(%),Sensor6_GasResistance(ohm),Sensor6_Status,Sensor6_GasIndex,Sensor7_Temperature(deg C),Sensor7_Pressure(Pa),Sensor7_Humidity(%),Sensor7_GasResistance(ohm),Sensor7_Status,Sensor7_GasIndex,Sensor8_Temperature(deg C),Sensor8_Pressure(Pa),Sensor8_Humidity(%),Sensor8_GasResistance(ohm),Sensor8_Status,Sensor8_GasIndex
13921,1,1,7,37.90,99802.50,14.38,52597112.00,90,3,97,96,0,16
14054,1,1,0,36.73,99774.05,15.82,44028216.00,80,3,98,102,0,0
14055,1,1,1,36.86,99754.37,15.93,44161724.00,80,3,98,100,0,0
14056,1,1,2,37.70,99767.29,15.38,32331524.00,90,3,98,103,0,16
14056,1,1,2,37.68,99765.89,15.38,32331524.00,90,3,99,103,0,16
14057,1,1,3,37.92,99742.92,15.07,69663568.00,90,3,98,100,0,16
14058,1,1,4,38.31,99803.81,13.95,55398140.00,90,3,98,102,0,16
14059,1,1,5,38.05,99823.64,14.33,46611664.00,90,3,98,97,0,16
14060,1,1,6,38.02,99814.95,14.28,38997916.00,90,3,98,95,0,16
14061,1,1,7,37.87,99801.77,14.39,52597112.00,90,3,98,96,0,16
14194,1,1,0,36.72,99773.70,15.84,44028216.00,80,3,99,102,0,0
14195,1,1,1,36.84,99756.09,15.66,44161724.00,80,3,99,100,0,0
14196,1,1,2,37.67,99766.59,15.38,32331524.00,90,3,100,103,0,16
14197,1,1,3,37.89,99740.38,15.06,69663568.00,90,3,99,100,0,16
14198,1,1,4,38.28,99801.93,13.96,55398140.00,90,3,99,102,0,16
14199,1,1,5,38.02,99822.22,14.34,46611664.00,90,3,99,97,0,16
14200,1,1,6,37.99,99813.70,14.27,38997916.00,90,3,99,95,0,16
14201,1,1,7,37.83,99799.23,14.41,52597112.00,90,3,99,96,0,16
14334,1,1,0,36.71,99774.20,15.84,44028216.00,80,3,100,102,0,0
14335,1,1,1,36.83,99753.75,15.88,44161724.00,80,3,100,100,0,0
14336,1,1,2,37.65,99767.38,15.40,32331524.00,90,3,101,103,0,16
14337,1,1,3,37.87,99740.66,15.07,69663568.00,90,3,100,100,0,16
14338,1,1,4,38.26,99802.24,13.97,55398140.00,90,3,100,102,0,16
14339,1,1,5,38.01,99823.57,14.36,46611664.00,90,3,100,97,0,16
14340,1,1,6,37.98,99816.03,14.28,38997916.00,90,3,100,95,0,16
14341,1,1,7,37.83,99798.59,14.41,52597112.00,90,3,100,96,0,16
14474,1,1,0,36.70,99773.47,15.82,44028216.00,80,3,101,102,0,0
14475,1,1,1,36.82,99755.15,15.76,44161724.00,80,3,101,100,0,0
14476,1,1,2,37.63,99763.73,15.39,32331524.00,90,3,102,103,0,16
14477,1,1,3,37.87,99743.26,15.09,69663568.00,90,3,101,100,0,16
14478,1,1,4,38.25,99803.47,13.98,55398140.00,90,3,101,102,0,16
14479,1,1,5,37.99,99821.81,14.35,46611664.00,90,3,101,97,0,16
14480,1,1,6,37.97,99814.67,14.30,38997916.00,90,3,101,95,0,16
14481,1,1,7,37.81,99801.34,14.41,52597112.00,90,3,101,96,0,16
14614,1,1,0,36.69,99773.52,15.83,44028216.00,80,3,102,102,0,0
14615,1,1,1,36.80,99754.36,15.71,44161724.00,80,3,102,100,0,0
14616,1,1,2,37.61,99763.46,15.40,32331524.00,90,3,103,103,0,16
14617,1,1,3,37.86,99743.58,15.11,69663568.00,90,3,102,100,0,16
14618,1,1,4,38.22,99802.87,13.98,55398140.00,90,3,102,102,0,16
14619,1,1,5,37.97,99821.53,14.35,46611664.00,90,3,102,97,0,16
14620,1,1,6,37.95,99816.60,14.30,38997916.00,90,3,102,95,0,16
14621,1,1,7,37.80,99800.79,14.43,52597112.00,90,3,102,96,0,16
14754,1,1,0,36.68,99772.68,15.83,44028216.00,80,3,103,102,0,0
14755,1,1,1,36.80,99755.84,15.90,44161724.00,80,3,103,100,0,0
14756,1,1,2,37.61,99766.59,15.40,32331524.00,90,3,104,103,0,16
14757,1,1,3,37.84,99741.79,15.09,69663568.00,90,3,103,100,0,16
14758,1,1,4,38.21,99800.88,13.97,55398140.00,90,3,103,102,0,16
14759,1,1,5,37.96,99821.81,14.36,46611664.00,90,3,103,97,0,16
14760,1,1,6,37.94,99815.61,14.30,38997916.00,90,3,103,95,0,16
14761,1,1,7,37.78,99799.14,14.41,52597112.00,90,3,103,96,0,16
14894,1,1,0,36.67,99775.85,15.84,44028216.00,80,3,104,102,0,0
14895,1,1,1,36.78,99754.75,15.81,44161724.00,80,3,104,100,0,0
14896,1,1,2,37.59,99763.34,15.41,32331524.00,90,3,105,103,0,16
14897,1,1,3,37.82,99740.97,15.09,69663568.00,90,3,104,100,0,16
14898,1,1,4,38.20,99802.68,14.00,55398140.00,90,3,104,102,0,16
14899,1,1,5,37.95,99822.48,14.36,46611664.00,90,3,104,97,0,16
14900,1,1,6,37.92,99814.43,14.31,38997916.00,90,3,104,95,0,16
14901,1,1,7,37.78,99800.16,14.44,52597112.00,90,3,104,96,0,16
15034,1,1,0,36.66,99774.00,15.84,44028216.00,80,3,105,102,0,0
15035,1,1,1,36.76,99753.23,15.83,44161724.00,80,3,105,100,0,0
15035,1,1,1,36.76,99754.44,15.85,44161724.00,80,3,106,100,0,0
15036,1,1,2,37.58,99763.69,15.42,32331524.00,90,3,106,103,0,16
15037,1,1,3,37.81,99742.05,15.10,69663568.00,90,3,105,100,0,16
15038,1,1,4,38.18,99801.28,14.00,55398140.00,90,3,105,102,0,16
15039,1,1,5,37.93,99820.36,14.37,46611664.00,90,3,105,97,0,16
15040,1,1,6,37.91,99812.90,14.33,38997916.00,90,3,105,95,0,16
15041,1,1,7,37.75,99798.41,14.45,52597112.00,90,3,105,96,0,16
15174,1,1,0,36.66,99772.39,15.85,44028216.00,80,3,106,102,0,0
15175,1,1,1,36.75,99754.30,15.83,44161724.00,80,3,107,100,0,0
15176,1,1,2,37.57,99763.36,15.41,32331524.00,90,3,107,103,0,16
15177,1,1,3,37.80,99741.59,15.12,69663568.00,90,3,106,100,0,16
15178,1,1,4,38.18,99802.46,13.99,55398140.00,90,3,106,102,0,16
15179,1,1,5,37.92,99820.88,14.37,46611664.00,90,3,106,97,0,16
15180,1,1,6,37.91,99815.42,14.34,38997916.00,90,3,106,95,0,16
15181,1,1,7,37.75,99798.88,14.47,52597112.00,90,3,106,96,0,16
15314,1,1,0,36.64,99774.33,15.85,44028216.00,80,3,107,102,0,0
15315,1,1,1,36.73,99755.02,15.84,44161724.00,80,3,108,100,0,0
15316,1,1,2,37.56,99761.83,15.42,32331524.00,90,3,108,103,0,16
15317,1,1,3,37.79,99743.47,15.11,69663568.00,90,3,107,100,0,16
15318,1,1,4,38.16,99801.42,13.99,55398140.00,90,3,107,102,0,16
15319,1,1,5,37.91,99821.01,14.39,46611664.00,90,3,107,97,0,16
15320,1,1,6,37.89,99813.32,14.38,38997916.00,90,3,107,95,0,16
15321,1,1,7,37.73,99799.46,14.46,52597112.00,90,3,107,96,0,16
TimeStamp(ms),Label_Tag,HeaterProfile_ID,Sensor1_Temperature(deg C),Sensor1_Pressure(Pa),Sensor1_Humidity(%),Sensor1_GasResistance(ohm),Sensor1_Status,Sensor1_GasIndex,Sensor2_Temperature(deg C),Sensor2_Pressure(Pa),Sensor2_Humidity(%),Sensor2_GasResistance(ohm),Sensor2_Status,Sensor2_GasIndex,Sensor3_Temperature(deg C),Sensor3_Pressure(Pa),Sensor3_Humidity(%),Sensor3_GasResistance(ohm),Sensor3_Status,Sensor3_GasIndex,Sensor4_Temperature(deg C),Sensor4_Pressure(Pa),Sensor4_Humidity(%),Sensor4_GasResistance(ohm),Sensor4_Status,Sensor4_GasIndex,Sensor5_Temperature(deg C),Sensor5_Pressure(Pa),Sensor5_Humidity(%),Sensor5_GasResistance(ohm),Sensor5_Status,Sensor5_GasIndex,Sensor6_Temperature(deg C),Sensor6_Pressure(Pa),Sensor6_Humidity(%),Sensor6_GasResistance(ohm),Sensor6_Status,Sensor6_GasIndex,Sensor7_Temperature(deg C),Sensor7_Pressure(Pa),Sensor7_Humidity(%),Sensor7_GasResistance(ohm),Sensor7_Status,Sensor7_GasIndex,Sensor8_Temperature(deg C),Sensor8_Pressure(Pa),Sensor8_Humidity(%),Sensor8_GasResistance(ohm),Sensor8_Status,Sensor8_GasIndex
27161,1,1,0,36.68,99778.21,15.51,47063556.00,90,3,190,102,0,16
27161,1,1,0,36.68,99777.72,15.51,47063556.00,90,3,191,102,0,16
27162,1,1,0,36.68,99779.61,15.51,47063556.00,90,3,192,102,0,16
27163,1,1,1,36.78,99759.63,15.43,49752136.00,90,3,191,100,0,16
27163,1,1,1,36.76,99759.51,15.44,49752136.00,90,3,192,100,0,16
27163,1,1,1,36.77,99760.86,15.45,49752136.00,90,3,193,100,0,16
27164,1,1,2,37.59,99771.66,15.06,35685272.00,90,3,191,103,0,16
27164,1,1,2,37.58,99770.76,15.07,35685272.00,90,3,192,103,0,16
27164,1,1,2,37.58,99773.77,15.07,35685272.00,90,3,193,103,0,16
27165,1,1,3,37.79,99746.46,14.71,76027840.00,90,3,190,100,0,16
27165,1,1,3,37.79,99746.41,14.71,76027840.00,90,3,191,100,0,16
27166,1,1,3,37.79,99748.66,14.71,76027840.00,90,3,192,100,0,16
